CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
40729582,UNITED GROCERY & DELI,MANHATTAN,177,HUDSON STREET,10013,2123343379,Delicatessen,05/08/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,A,05/08/2018,06/18/2018,Cycle Inspection / Initial Inspection
41529577,CHECKERS,QUEENS,12006,LIBERTY AVENUE,11419,7188484400,Hamburgers,07/06/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,07/06/2017,06/18/2018,Cycle Inspection / Initial Inspection
41547684,PLANET WINGS,STATEN ISLAND,480,FOREST AVENUE,10310,7187209464,American,10/21/2015,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,06/18/2018,Trans Fat / Initial Inspection
41308287,BUTTERMILK CHANNEL,BROOKLYN,524,COURT STREET,11231,7188528490,American,05/14/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140?º F.,Critical,20,,,06/18/2018,Cycle Inspection / Initial Inspection
50009148,DENNY'S,MANHATTAN,150,NASSAU ST,10038,2125665500,American,05/20/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,A,05/20/2015,06/18/2018,Cycle Inspection / Re-inspection
40564411,LE PAIN QUOTIDIEN,MANHATTAN,1131,MADISON AVENUE,10028,2123274900,Bakery,02/22/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,15,,,06/18/2018,Cycle Inspection / Initial Inspection
41255592,AVLI THE LITTLE GREEK TAVERN,QUEENS,3831,BELL BOULEVARD,11361,7182247575,Greek,07/05/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,11,A,07/05/2016,06/18/2018,Cycle Inspection / Initial Inspection
41638429,STARBUCKS,MANHATTAN,977,AVENUE OF THE AMERICAS,10018,2126952915,Caf?©/Coffee/Tea,01/25/2016,Violations were cited in the following area(s).,10J,''''Wash hands sign not posted at hand wash facility.,Not Critical,29,,,06/18/2018,Cycle Inspection / Initial Inspection
41617377,STARBUCKS,MANHATTAN,1585,BROADWAY,10036,2125417515,Caf?©/Coffee/Tea,03/20/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,03/20/2015,06/18/2018,Cycle Inspection / Initial Inspection
50017852,CHOTE NAWAB,MANHATTAN,115,LEXINGTON AVE,10016,2126794603,Indian,03/28/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,03/28/2018,06/18/2018,Cycle Inspection / Initial Inspection
40813994,MAX SOHA,MANHATTAN,1274,AMSTERDAM AVENUE,10027,2125312221,Italian,05/07/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41?º F (smoked fish and reduced oxygen packaged foods above 38 ?ºF) except during necessary preparation.,Critical,25,,,06/18/2018,Cycle Inspection / Initial Inspection
50049519,DESIRED TASTE INTERNATIONAL FOOD,QUEENS,3520,FARRINGTON ST,11354,7188889622,Chinese,10/21/2017,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,02B,Hot food item not held at or above 140?º F.,Critical,87,,,06/18/2018,Cycle Inspection / Initial Inspection
41414279,JUST SALAD,MANHATTAN,600,3 AVENUE,10016,2126823832,Salads,04/07/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,2,A,04/07/2016,06/18/2018,Cycle Inspection / Re-inspection
50002549,BAR BOLONAT,MANHATTAN,611,HUDSON ST,10014,2123901545,Mediterranean,05/15/2015,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,24,,,06/18/2018,Cycle Inspection / Initial Inspection
40871170,NAMUDOL,QUEENS,2902,UNION STREET,11354,7189614742,Korean,08/26/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140?º F.,Critical,10,A,08/26/2015,06/18/2018,Cycle Inspection / Initial Inspection
40866304,DOMINO'S,QUEENS,2555,STEINWAY STREET,11103,7185453030,Pizza,03/02/2017,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,5,A,03/02/2017,06/18/2018,Cycle Inspection / Re-inspection
41697900,EASY CORNER RESTAURANT & GRILL,MANHATTAN,101,WEST  136 STREET,10030,3477076421,Caribbean,07/12/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,25,,,06/18/2018,Cycle Inspection / Initial Inspection
50042943,LIC CORNER CAFE,QUEENS,2103,45TH RD,11101,7188061432,Caf?©/Coffee/Tea,03/23/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41?º F (smoked fish and reduced oxygen packaged foods above 38 ?ºF) except during necessary preparation.,Critical,25,,,06/18/2018,Cycle Inspection / Initial Inspection
50073238,CHINA WOK HED,BROOKLYN,1035,E 92ND ST,11236,7182577888,Chinese,03/05/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,03/05/2018,06/18/2018,Pre-permit (Operational) / Initial Inspection
50055645,AMERICAN NEW YORK BAGEL,QUEENS,8619,NORTHERN BLVD,11372,7185050505,Bagels/Pretzels,11/09/2016,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,21,,,06/18/2018,Pre-permit (Operational) / Initial Inspection
50006816,OAXACA TAQUERIA,BROOKLYN,1116,BEDFORD AVE,11216,7182308111,Tex-Mex,03/06/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,03/06/2015,06/18/2018,Cycle Inspection / Initial Inspection
41130849,PATZERIA'S PERFECT PIZZA,MANHATTAN,231,WEST   46 STREET,10036,2125757646,Pizza,04/21/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,16,B,04/21/2017,06/18/2018,Cycle Inspection / Re-inspection
41128262,BRUNO'S CATERING & CAFE,MANHATTAN,282284,1 AVENUE,10009,2122542156,American,07/26/2017,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,30,,,06/18/2018,Cycle Inspection / Initial Inspection
50045129,TWO MAMA EMPANADA RESTAURANT,BRONX,976,MORRIS AVE,10456,9174719757,Spanish,03/12/2018,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,23,B,03/12/2018,06/18/2018,Cycle Inspection / Re-inspection
41374089,SILVER KRUST,BROOKLYN,1695,PRESIDENT STREET,11213,7182218380,Caribbean,08/23/2016,Violations were cited in the following area(s).,02C,Hot food item that has been cooked and refrigerated is being held for service without first being reheated to 1 65?º F or above within 2 hours.,Critical,48,C,08/23/2016,06/18/2018,Cycle Inspection / Re-inspection
50004221,INSOMNIA COOKIES,MANHATTAN,116,MACDOUGAL ST,10012,8776326654,Bakery,01/03/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,01/03/2017,06/18/2018,Cycle Inspection / Re-inspection
50018448,NEW PEKING,BROOKLYN,1137,WASHINGTON AVE,11225,7186936163,Chinese,07/12/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,15,,,06/18/2018,Cycle Inspection / Initial Inspection
50008517,Danny's Steakhouse,QUEENS,1346,127TH ST,11356,9175787939,Steak,05/15/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,47,,,06/18/2018,Cycle Inspection / Initial Inspection
50000867,TABATA 2 JAPANESE NOODLE RESTAURANT,MANHATTAN,557,8TH AVE,10018,2124652418,Japanese,05/10/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,05/10/2016,06/18/2018,Cycle Inspection / Initial Inspection
41710320,M&J HONG KONG STYLE,QUEENS,6010,KISSENA BOULEVARD,11355,7189398286,Chinese,10/21/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140?º F.,Critical,24,,,06/18/2018,Cycle Inspection / Initial Inspection
50001829,HANGAR 11 BAR & GRILL,QUEENS,119-11,METROPOLITAN AVE,11415,7184418100,American,04/21/2015,Violations were cited in the following area(s).,15J,Ashtray present in smoke-free area.,Not Critical,,,,06/18/2018,Smoke-Free Air Act / Initial Inspection
50062982,SAKANA SUSHI & ASIAN BISTRO,BROOKLYN,8121,5TH AVE,11209,7188333633,Japanese,06/21/2017,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,9,A,06/21/2017,06/18/2018,Pre-permit (Operational) / Re-inspection
41671752,LUCK THAI RESTAURANT,BROOKLYN,386,5 AVENUE,11215,7184991888,Thai,05/26/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,35,,,06/18/2018,Cycle Inspection / Initial Inspection
50041322,CRAVE FISH BAR,MANHATTAN,428,AMSTERDAM AVE,10024,6464942750,American,05/19/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,05/19/2018,06/18/2018,Cycle Inspection / Initial Inspection
50009039,MID WINTER KITCHEN,MANHATTAN,327,2ND AVE,10003,2125058500,American,07/13/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41?º F (smoked fish and reduced oxygen packaged foods above 38 ?ºF) except during necessary preparation.,Critical,26,,,06/18/2018,Cycle Inspection / Initial Inspection
41511660,EL ECONOMICO RESTAURANT,BRONX,5589,BROADWAY,10463,7186015577,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",06/22/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140?º F.,Critical,15,B,06/22/2016,06/18/2018,Cycle Inspection / Re-inspection
50045488,KUNG FU TEA,MANHATTAN,27,WAVERLY PL,10003,2126774517,Caf?©/Coffee/Tea,05/02/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41?º F (smoked fish and reduced oxygen packaged foods above 38 ?ºF) except during necessary preparation.,Critical,24,,,06/18/2018,Cycle Inspection / Initial Inspection
41654442,DUNKIN' DONUTS,MANHATTAN,1248,LEXINGTON AVENUE,10028,9179024851,Donuts,03/28/2016,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,9,,,06/18/2018,Cycle Inspection / Initial Inspection
41138610,DANDANA,QUEENS,4221,BROADWAY,11103,7182046811,Mediterranean,09/03/2015,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,22,B,09/03/2015,06/18/2018,Cycle Inspection / Re-inspection
41668282,ROSEMARY'S,MANHATTAN,1820,GREENWICH AVENUE,10011,2126471818,Italian,02/18/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,02/18/2016,06/18/2018,Cycle Inspection / Re-inspection
50012109,RAVAGH PERSIAN GRILL,MANHATTAN,1135,1ST AVE,10026,2128617900,Middle Eastern,06/28/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,21,B,06/28/2016,06/18/2018,Cycle Inspection / Re-inspection
50017919,SMITH'S HELL'S KITCHEN BAR & RESTAURANT,MANHATTAN,701,8TH AVE,10036,2122472161,American,03/08/2017,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,12,A,03/08/2017,06/18/2018,Cycle Inspection / Initial Inspection
50035830,BAGEL HOUSE,STATEN ISLAND,4651,HYLAN BLVD,10312,7182270503,Delicatessen,08/03/2017,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,25,,,06/18/2018,Cycle Inspection / Initial Inspection
41501061,JACOB RESTAURANT,MANHATTAN,2695,FEDERICK DOUGLAS BLVD,10030,2122833663,Soul Food,11/14/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,11/14/2016,06/18/2018,Cycle Inspection / Re-inspection
50013417,BREAD BROTHERS BAGEL CAFE,BROOKLYN,912,MANHATTAN AVE,11222,7185763837,Bagels/Pretzels,05/17/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,18,,,06/18/2018,Cycle Inspection / Initial Inspection
41598286,TAVERNA DI BACCO,MANHATTAN,175,LUDLOW STREET,10002,2124770077,Italian,01/12/2016,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,9,A,01/12/2016,06/18/2018,Cycle Inspection / Re-inspection
50012254,BERG'N BEER HALL/MIGHTY QUINN'S/LANDHAUS/LUMPIA SHACK,BROOKLYN,899,BERGEN ST,11238,7188572333,American,06/16/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,37,,,06/18/2018,Cycle Inspection / Initial Inspection
50055106,THE BETTERED BAGEL,STATEN ISLAND,1777,SOUTH AVE,10314,7183030230,Sandwiches,04/05/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10,A,04/05/2018,06/18/2018,Cycle Inspection / Initial Inspection
40382057,DYKER BEACH GOLF (GRILL ROOM),BROOKLYN,1020,86th Street,11228,7188369722,American,04/06/2017,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,66,,,06/18/2018,Cycle Inspection / Initial Inspection
41638086,"DUNKIN' DONUTS, BASKIN ROBBINS",BRONX,2,EAST KINGSBRIDGE ROAD,10468,7187334347,Donuts,12/11/2015,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,9,A,12/11/2015,06/18/2018,Cycle Inspection / Initial Inspection
41538513,ARTICHOKE BASILLE'S PIZZA & BAR,MANHATTAN,111,MACDOUGAL STREET,10012,6462786100,Pizza,06/02/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,06/02/2017,06/18/2018,Cycle Inspection / Initial Inspection
50054234,HOMEWOOD SUITES BY HILTON NEW YORK MIDTOWN MANHATTAN TIMES SQUARE,MANHATTAN,312,W 37TH ST,10018,6467878831,American,02/10/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,02/10/2017,06/18/2018,Pre-permit (Operational) / Re-inspection
50018956,ROB & TONY'S PIZZERIA,QUEENS,6635,GRAND AVE,11378,7185050355,Pizza/Italian,02/07/2018,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,10,,,06/18/2018,Cycle Inspection / Initial Inspection
40976804,CHIPOTLE MEXICAN GRILL,MANHATTAN,150,EAST   44 STREET,10017,2126829868,Mexican,01/28/2016,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,Not Critical,,,,06/18/2018,Administrative Miscellaneous / Initial Inspection
41536142,DOSA DELIGHT,QUEENS,3566,73 STREET,11372,7183971000,Indian,03/20/2015,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,,06/18/2018,Administrative Miscellaneous / Re-inspection
40635781,CARAVAN OF DREAMS,MANHATTAN,405,EAST    6 STREET,10009,2122541613,Vegetarian,04/25/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,04/25/2018,06/18/2018,Cycle Inspection / Initial Inspection
40835721,IRVING FARM,MANHATTAN,71,IRVING PLACE,10003,2129955252,American,09/27/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41?º F (smoked fish and reduced oxygen packaged foods above 38 ?ºF) except during necessary preparation.,Critical,11,A,09/27/2016,06/18/2018,Cycle Inspection / Initial Inspection
41562311,ENZO'S PIZZA,QUEENS,8102,ROCKAWAY BOULEVARD,11416,7182960880,Pizza/Italian,04/08/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140?º F.,Critical,23,,,06/18/2018,Cycle Inspection / Initial Inspection
50046853,CUPCAKE MARKET,MANHATTAN,74,E 7TH ST,10003,6468611274,Bakery,08/14/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,A,08/14/2017,06/18/2018,Cycle Inspection / Initial Inspection
41640846,RANDOLPH BEER,MANHATTAN,343,BROOME STREET,10013,2123343706,American,03/24/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18,,,06/18/2018,Cycle Inspection / Initial Inspection
50033258,BLEU MODERN KITCHEN,BROOKLYN,4905,13TH AVE,11219,7184371962,Jewish/Kosher,08/03/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8,A,08/03/2016,06/18/2018,Cycle Inspection / Initial Inspection
41489806,MASALA TIMES,MANHATTAN,194,BLEECKER STREET,10012,2129955100,Indian,05/03/2017,Violations were cited in the following area(s).,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Critical,28,,,06/18/2018,Cycle Inspection / Initial Inspection
50051282,MUNCHIES,BRONX,394,E TREMONT AVE,10457,3475775934,Hamburgers,06/14/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140?º F.,Critical,27,Z,06/14/2018,06/18/2018,Cycle Inspection / Re-inspection
41686846,EL DIAMANTE RESTAURANT,BRONX,4371,3 AVENUE,10457,7183673995,Spanish,10/16/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,48,,,06/18/2018,Cycle Inspection / Initial Inspection
50004480,XIAN FAMOUS FOODS,MANHATTAN,2675,BROADWAY,10025,7184272148,Chinese,05/23/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140?º F.,Critical,9,A,05/23/2018,06/18/2018,Cycle Inspection / Initial Inspection
41385659,TONY & TINA'S PIZZA,BRONX,2483,ARTHUR AVENUE,10458,7187338094,Pizza,09/01/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140?º F.,Critical,11,A,09/01/2016,06/18/2018,Cycle Inspection / Initial Inspection
41038561,MENDY'S,MANHATTAN,109,EAST   42 STREET,10017,2128569399,Jewish/Kosher,03/24/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140?º F.,Critical,14,,,06/18/2018,Cycle Inspection / Initial Inspection
50050170,CHICKEN V,BROOKLYN,1972,86TH ST,11214,7185579888,Chinese,10/06/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,10/06/2016,06/18/2018,Pre-permit (Operational) / Re-inspection
50007413,FLUSHING BANGGANE,QUEENS,16519,NORTHERN BLVD,11358,7187622799,Korean,01/11/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,01/11/2017,06/18/2018,Cycle Inspection / Re-inspection
41623743,EL AGUILA,MANHATTAN,1634,LEXINGTON AVENUE,10029,2124262221,Mexican,09/01/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41?º F (smoked fish and reduced oxygen packaged foods above 38 ?ºF) except during necessary preparation.,Critical,7,A,09/01/2015,06/18/2018,Cycle Inspection / Re-inspection
41423908,DAVID'S RESTAURANT,BROOKLYN,539,KINGS HIGHWAY,11223,7189988600,Jewish/Kosher,03/19/2015,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,14,,,06/18/2018,Cycle Inspection / Initial Inspection
41276545,SUPER POLLO,BROOKLYN,4102,5 AVENUE,11232,7188715700,Peruvian,10/13/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,33,,,06/18/2018,Cycle Inspection / Initial Inspection
41693075,YUMMY YUMMY EXPRESS,QUEENS,5273,65 PLACE,11378,7188987128,Chinese,06/11/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,06/11/2016,06/18/2018,Cycle Inspection / Re-inspection
50045631,PUEBLA RESTAURANT,QUEENS,3922,61ST ST,11377,7182052605,Mexican,04/12/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,9,A,04/12/2017,06/18/2018,Cycle Inspection / Initial Inspection
50000969,LUNG SING,QUEENS,103-07,NORTHERN BLVD,11368,7184572869,Chinese,04/04/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,04/04/2016,06/18/2018,Cycle Inspection / Initial Inspection
40781869,PONTICELLO BAYBRIDGE PIZZERIA & RESTAURANT,QUEENS,20818,CROSS ISLAND PARKWAY,11360,7183526606,Pizza/Italian,03/07/2015,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,,,,06/18/2018,Smoke-Free Air Act / Re-inspection
41255152,WILLBURG CAFE,BROOKLYN,623,GRAND STREET,11211,7189630219,American,09/12/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,,,06/18/2018,Cycle Inspection / Initial Inspection
40959121,TEMPEST BAR,MANHATTAN,407,8 AVENUE,10001,2126431502,Irish,12/06/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,20,,,06/18/2018,Cycle Inspection / Initial Inspection
50005654,ALLERTON DINER,BRONX,772,ALLERTON AVE,10467,7186559044,American,07/05/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41?º F (smoked fish and reduced oxygen packaged foods above 38 ?ºF) except during necessary preparation.,Critical,12,A,07/05/2016,06/18/2018,Cycle Inspection / Initial Inspection
50006073,MCDONALD'S,QUEENS,3719,JUNCTION BLVD,11368,7184586259,Hamburgers,03/11/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,24,,,06/18/2018,Cycle Inspection / Initial Inspection
50017557,SPREADHOUSE COFFEE,MANHATTAN,116,SUFFOLK ST,10002,3057734249,Caf?©/Coffee/Tea,04/28/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,18,,,06/18/2018,Pre-permit (Operational) / Initial Inspection
50034850,LOOKING GLASS,BROOKLYN,1087,BROADWAY,11221,9178542414,Italian,02/23/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,02/23/2016,06/18/2018,Cycle Inspection / Initial Inspection
41648643,STICKY'S FINGER JOINT #1,MANHATTAN,31,WEST    8 STREET,10011,2127777131,Chicken,09/18/2017,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,20,,,06/18/2018,Cycle Inspection / Initial Inspection
50044852,BERLIN CURRYWURST,MANHATTAN,75,9th AVE,10011,6468273689,German,06/08/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41?º F (smoked fish and reduced oxygen packaged foods above 38 ?ºF) except during necessary preparation.,Critical,12,A,06/08/2018,06/18/2018,Cycle Inspection / Initial Inspection
40801855,PLAYWRIGHT CELTIC PUB,MANHATTAN,202,WEST   49 STREET,10019,2122629263,Irish,08/27/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,20,,,06/18/2018,Cycle Inspection / Initial Inspection
